PPN,title,creatorln,creatorfn,creatorentity,format,subject,language,extent,publisher,description,cote,handle Nakala jp2,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,group,date,type,spatial,licence
176651233,Carte des colonies de l'A.O.F. Côte d'Ivoire 1/500 000e dressé et publié par le Service Géographique de l'A.O.F. à Dakar,Martonne,Édouard de,,60 x 80 cm,Afrique-Occidentale française#Côte d'Ivoire#Abidjan (Côte d'Ivoire ; région)#Bingerville (Côte d'Ivoire ; région),fre,1:500000,,"En marge : tableau d'assemblage des feuilles voisines#En carton : ""tableau synoptique, échelle 1:5 000 000""",10-04-05-05,11280/162913d6,,,,,,,1924,http://purl.org/coar/resource_type/c_12cd,northlimit=6.0; southlimit=4.0; westlimit=-6.0; eastlimit=-3.0,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/d5ecbe7b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/1b2c0c8f,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/7a215a23,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/a6a407fb,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/d5ecbe7b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/1b2c0c8f,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/7a215a23,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/a6a407fb,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/d5ecbe7b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/1b2c0c8f,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/7a215a23,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/a6a407fb,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/d5ecbe7b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/1b2c0c8f,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/7a215a23,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176651993,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-06,11280/a6a407fb,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6b45d05b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/de34a1a5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6183efa5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6b45d05b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/de34a1a5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6183efa5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6b45d05b,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/de34a1a5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176652388,Carte des colonies de l'A.O.F. Guinée française au 500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Service Géographique de l'Armée,En marge : tableau d'assemblage des feuilles voisines,10-04-05-07,11280/6183efa5,,,,,,,1927,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176657649,Carte des colonies de l'A.O.F. Soudan-Guinée-Côte d'Ivoire 1/500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Mali,fre,1:500000,,En marge : tableau d'assemblage des feuilles voisines,10-04-05-08,11280/190a94b3,,,,,,,1925,http://purl.org/coar/resource_type/c_12cd,northlimit=12.0; southlimit=10.0; westlimit=-9.0; eastlimit=-6.0,Reserved
176659072,Carte des colonies de l'A.O.F. Guinée française 1/500 000e Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-09,11280/5780b8b9,,,,,,,1925,http://purl.org/coar/resource_type/c_12cd,northlimit=10.0; southlimit=8.0; westlimit=-12.0; eastlimit=-9.0,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/f696d8ff,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/3e05e274,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/aa0e4195,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/7ba47873,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/f696d8ff,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/3e05e274,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/aa0e4195,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/7ba47873,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/f696d8ff,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/3e05e274,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/aa0e4195,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/7ba47873,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/f696d8ff,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
176659412,Carte des colonies de l'A.O.F. Guinée française Service Géographique de l'A.O.F.,,,"Afrique occidentale française, Service géographique",60 x 80 cm,Afrique-Occidentale française#Guinée,fre,1:500000,Henry Barrère,En marge : tableau d'assemblage des feuilles voisines,10-04-05-10,11280/3e05e274,,,,,,,1926,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
